,,,,,,,,,,,,,,,,,,,
국가,제목,전시 정보,설명,작가명,전시 시작,전시 종료,국가,지역,장소(건물명),장르,전시 스타일,예약링크,전시 상세 링크,위도,경도,전화번호,영업시간,가격,주소
,Renoir et l'amour,현대적 사랑·사회적 관계를 르누아르 명작을 통해 탐구하는 인상파 대형 기획전,"르누아르는 사랑을 행복하고 차분하게 묘사하면서도 감상적이거나 선정적인 표현을 피했다. 이러한 절제된 시선은 그를 동시대 화가들과 구별짓는 특징이 되었다. 그의 작품에는 극장, 카페, 무도회, 정원 등 다양한 사회 계층이 교차하는 공간 속에서 사랑과 관계가 등장한다. 그 장소들은 근대 사회의 공공 공간이자, 인간의 감정과 욕망이 가장 자연스럽게 드러나는 무대였다.

그의 그림 속 사랑은 단순한 애정의 표정이 아니다. 전통적인 성 역할과 사회적 규범을 반영하면서도, 남성과 여성 사이의 욕망과 동의, 관계의 균형을 은유적으로 탐구한다. 르누아르는 고전 회화의 축제 장면을 차용해 그 안에 새로운 생명과 감정을 불어넣었다. 사랑은 현실의 질서 속에서 살아 있는 감정으로, 사회와 감정의 구조를 동시에 드러내는 주제가 되었다.

대규모 구성의 회화부터 일상적 풍경에 이르기까지, 르누아르는 도시와 근대 생활의 고독에 맞서는 인간의 온기를 포착했다. 그의 시선은 밝고 따뜻하지만, 그 안에는 사회의 불평등과 불안, 시대의 그림자도 묵묵히 스며 있다. 전시는 이러한 복합적인 시선을 따라가며, 사랑을 통해 인간과 사회를 바라본 르누아르의 세계를 새롭게 조명한다.",Pierre-Auguste Renoir,3/17/26,7/19/26,프랑스,파리,"Musée d’Orsay, 파리","근대 미술, 회화",공간 연출형,https://billetterie.musee-orsay.fr/fr-FR/accueil,https://www.musee-orsay.fr/fr/agenda/expositions/renoir-et-lamour,48.8599,2.3266,01 40 49 48 14,"월 휴관
화,수,금~일 9시 30분~18시
목 9시 30분~21시 45분","16유로 
어린이: 13유로
18세~26세 EU 거주: 무료",
,"Les Voies ardentes de la création - Alechinsky, Balzac, Picasso, Rodin et les autres",Maison de Balzac에서 창작과 노력의 중요성 조명,"이 전시는 프랑스 작가 오노레 드 발자크(Honoré de Balzac)의 완벽주의적 작업 태도와 끊임없는 수정 과정을 중심으로, 예술가가 창작의 길 위에서 어떻게 자신만의 세계를 완성해가는지를 탐구한다. 발자크는 초기의 미숙함을 두려워하지 않고, 수십 번의 개정과 재구성을 거듭하며 프랑스 문학의 거장으로 자리했다. 그의 집요함은 ‘완성’보다 ‘과정’에 머무르는 창작의 진정성을 상징한다.

전시는 발자크의 창작 방식과 더불어 조각가 오귀스트 로댕(Auguste Rodin), 화가 파블로 피카소(Pablo Picasso), 그리고 그래픽 아티스트 피에르 알레친스키(Pierre Alechinsky) 등 다양한 예술가들의 작업 과정을 함께 조명한다. 서로 다른 장르의 예술가들이 각자의 재료와 형식 안에서 반복과 변형을 통해 주제를 확장해온 여정을 따라간다.

로댕이 발자크의 내면을 형상화하기 위해 수차례 시도를 거듭한 조각 작업, 피카소가 발자크의 초상을 해석하며 남긴 드로잉 연구, 알레친스키가 세월을 두고 이어간 재해석 시리즈는 모두 창작이라는 행위가 완결이 아닌 ‘지속’임을 보여준다. 전시는 이들의 과정을 병치함으로써, 예술의 본질이 완벽함이 아니라 끊임없는 탐구에 있음을 환기한다.",다양한 아티스트,11/19/25,3/15/26,프랑스,파리,Maison de Balzac,"순수 미술, 근대미술",공간 연출형,https://www.billetterie-parismusees.paris.fr/selection/timeslotpass?lang=fr&productId=10229455052707,https://www.maisondebalzac.paris.fr/expositions/les-voies-ardentes-de-la-creation-alechinsky-balzac-picasso-rodin-et-les-autres,48.8646,2.3711,33 (0)1 55 74 41 80,"얼 휴관
화~일 10시 ~ 18시 
(입장 마감 17시 30분)",11유로,
,"The People of Paris, 1926-1936","1926, 1931, 1936년 파리 인구조사를 기반으로 한 역사 및 사회적 전시","이 전시는 1926년, 1931년, 1936년 세 차례에 걸친 파리 인구 조사를 중심으로, 두 세계대전 사이 도시의 인구 구조와 사회적 풍경을 탐구한다. 인구 절정기에 이른 파리 시민들의 출생지, 국적, 직업, 가족 구성, 거주 형태를 다층적으로 분석하며, 통계 속에 숨겨진 개인의 삶과 도시의 맥박을 드러낸다.

제1차 세계대전 이후 재건의 시기와 제2차 세계대전 전야의 불안이 교차하던 시기, 파리는 급격한 사회 변화를 겪었다. 전시는 당시 행정 기록과 인구통계 자료를 토대로, 산업화·이주·도시 확장의 흐름이 사람들의 일상에 어떻게 반영되었는지를 보여준다.

숫자와 표로만 존재하던 데이터는 이 전시에서 하나의 ‘인간의 초상’으로 재해석된다. 이름 없는 수많은 사람들의 직업, 가족, 이동의 궤적이 파리라는 도시의 기억을 구성하며, 관람자는 그 속에서 자신과 공동체의 관계를 다시 바라보게 된다. 전시는 통계가 곧 사회의 이야기임을 일깨우며, 과거의 데이터를 통해 오늘의 인간적 공감과 성찰의 가능성을 제시한다.",다양한 아티스트,10/8/25,2/8/26,프랑스,파리,Musée Carnavalet,역사/고전 미술,공간 연출형,https://peak34-2.secutix.com/pkpcontroller/wp/wrEPPM/index_en.html?queue=q-EPPM,https://www.carnavalet.paris.fr/en/exhibitions/people-paris-1926-1936,48.857,2.3523,33 (0)1 44 71 59 58 58,"얼 휴관
화~일 10시 ~ 18시 
(매표소 마감 17시 15분)",15유로,
,Dimanche sans fin - Maurizio Cattelan et la collection du Centre Pompidou,"이탈리아 현대미술 작가 마우리치오 카텔란의 작품을 중심으로 퐁피두 컬렉션 소장품을 함께 보여주는 전시입니다.

카텔란 특유의 반어와 유머를 담은 설치와 조각, 퍼포먼스 작품이 주요 테마를 이룹니다.

전시는 현대 사회의 아이러니와 인간 실존에 대한 깊은 성찰을 관객에게 제공하며, 컬렉션 내 다른 현대미술 작품들과의 대화를 시도합니다.","이 전시는 이탈리아 출신 현대미술가 마우리치오 카텔란(Maurizio Cattelan)의 작품을 중심으로, 퐁피두 센터가 소장한 현대미술 컬렉션을 함께 조명한다. 카텔란은 유머와 아이러니, 도발적인 상징을 통해 현대 사회의 권위, 종교, 죽음, 인간 존재의 불안을 풍자한다. 그의 설치와 조각, 퍼포먼스는 웃음을 유발하면서도 불편한 진실을 직면하게 한다.

전시는 카텔란의 대표작을 비롯해 동시대 예술가들의 작업을 병치하며, 현대미술이 던지는 질문을 다층적으로 구성한다. 예술과 현실, 웃음과 불안, 권위와 저항 사이의 긴장을 드러내는 작품들은 각기 다른 언어로 대화를 이어간다.

관람객은 때로는 유쾌하고 때로는 불안한 감정 속에서 예술의 사회적 역할과 개인의 인식 한계를 마주하게 된다. 풍자적 시선이 만들어내는 이 역설적 공간은 예술이 단순한 표현을 넘어 사유의 장이자 비판의 무대임을 일깨운다.",Maurizio Cattelan,5/8/25,2/2/26,프랑스,파리,"Centre Pompidou, Paris","현대미술, 설치미술","몰입형, 퍼포먼스, 공간 연출형",https://billetterie.centrepompidou.fr/content/,https://www.centrepompidou.fr/fr/programme/agenda/evenement/bbtdfrq,48.8606,2.3522,33 01 44 78 12 33,"화 휴관
매일 11시~21시","일반 16유로 - 18유로
18세 이하: 상설전시 및 특별전시 무료
18세~25세 (유럽연합 및 유럽경제지역 주민): 상설전시 무료, 특별전시 할인 관람료 무료",
,Musika Automatika,2024년 사운드 레지던시 수상 프로젝트,"《Musika Automatika》는 아티스트 주니어 음분지(Junior Mvunzi)가 2024년 사운드 레지던시 프로그램 수상작으로 선보이는 사운드 아트 프로젝트이다. 작품은 음악적 소리와 자동화된 기계음을 결합해 현대 사회의 리듬, 노동, 반복의 상징성을 탐구한다. 소리의 층위가 서로 충돌하고 얽히며, 인간과 기계 사이의 경계가 새로운 감각의 질서로 재구성된다.

전시는 전통적인 음악적 구조를 해체하고 전자음, 자연음, 기계음이 공존하는 청각적 풍경을 제시한다. 이 다양한 음향은 기술 문명이 만들어낸 속도와 긴장을 반영하면서도, 그 속에서 인간성이 어떻게 드러나는지를 사유하게 한다.

사운드 설치로 구성된 전시 공간은 청각과 공간 경험이 결합된 몰입형 환경이다. 음악과 기계음이 물리적으로 공간을 채우며, 관람자는 그 안에서 진동과 울림을 몸으로 느낀다. 《Musika Automatika》는 소리가 곧 조형이 되고, 리듬이 사유가 되는 순간을 통해 예술과 기술, 인간의 관계를 새롭게 조명한다.",Junior Mvunzi,3/13/25,2/22/26,프랑스,파리,"37 Quai Branly, 75007 Paris","디지털/미디어 아트, 설치 미술, 현대 미술","사운드 기반, 공간 연출형, 미디어 아트",https://www.quaibranly.fr/fr/informations-pratiques/venir/acheter-son-billet,https://www.quaibranly.fr/fr/expositions-evenements/au-musee/expositions/details-de-levenement/e/musika-automatika,48.8603,2.2972,33 (0)1 56 61 71 72,"월요일 휴관
화/수/금/토/일 10시 30분- 19시 
목 10시 30분- 22시",14유로,
,Le fil voyageur,섬유예술 및 Sheila Hicks 관련 전시,"이 전시는 안데스 지역의 전통 섬유예술에 뿌리를 둔 기법과 현대 예술 창작이 만나는 장면을 소개한다. 미국 출신 섬유 예술가 셰일라 힉스(Sheila Hicks)와 섬유 예술의 역사학자 모니크 레비-스트로스(Monique Lévi-Strauss)가 60년간 이어온 우정과 교류를 바탕으로, 시간과 재료, 문화의 교차점을 탐구한다.

전시는 박물관이 소장한 약 20점의 전통 섬유 유산과 힉스의 현대 작품 30여 점을 함께 선보이며, 엮기·꼬기·감기·묶기와 같은 섬유의 물질적 변형 과정을 예술적 언어로 확장한다. 실과 색, 질감의 결합은 손의 움직임이 만들어내는 조형의 리듬을 드러내며, 전통과 현대가 대화를 이어가는 매개가 된다.

입구를 가득 채운 대형 설치 작품은 전시의 서문처럼 기능하며, 과거의 직조 문화와 현대 예술의 감각적 실험을 하나의 공간 안에 엮어낸다. 관람객은 이 공간에서 섬유 예술이 시대와 문명을 넘어 이어온 ‘연결의 예술’임을 체감하게 된다.","Sheila Hicks, Monique Lévi-Strauss",9/30/25,3/8/26,프랑스,파리,"Atelier Martine Aublet, Quai Branly","공예,현대미술,설치미술","공간 연출형, 몰입형",https://www.quaibranly.fr/fr/informations-pratiques/venir/acheter-son-billet,https://www.quaibranly.fr/fr/expositions-evenements/au-musee/expositions/details-de-levenement/e/le-fil-voyageur,48.8603,2.2972,33 (0)1 56 61 71 72,"월요일 휴관
화/수/금/토/일 10시 30분- 19시 
목 10시 30분- 22시",14유로,
,1913-1923 : l'esprit du temps,아프리카 및 오세아니아 예술사,"이 전시는 20세기 초 파리에 유입된 아프리카와 오세아니아 예술의 역사를 조명한다. 당시 유럽 사회에서 이들 예술품은 ‘민족학적’ 자료로만 분류되었지만, 본 전시는 그것들이 독립된 예술로 인식되기 시작한 전환의 순간을 탐구한다.

폴 기욤(Paul Guillaume), 조셉 브루머(Joseph Brummer), 샤를 비냑(Charles Vignier)과 같은 주요 예술품 상인들, 그리고 기욤 아폴리네르(Guillaume Apollinaire), 블라망크(Vlaminck), 데랭(Derain), 마티스(Matisse), 피카소(Picasso) 등 전위 예술가들의 역할이 중심에 놓인다. 이들은 비유럽 예술을 단순한 ‘이국적 대상’이 아닌, 현대미술의 형식과 개념을 새롭게 확장시키는 원천으로 수용했다.

전시는 1913년부터 1923년 사이 몽파르나스 지역에서 열린 주요 전시들을 재구성하며, 서구 미술과 비서구 예술이 만나 현대미술의 새로운 지평을 열었던 문화적 순간을 복원한다. 당시의 문서, 전시 도록, 아카이브 사진, 그리고 아프리카·오세아니아의 조각 작품들이 함께 전시되어, 예술의 경계가 해체되던 시기의 역동적 장면을 생생하게 전한다.

이 전시는 ‘타자’로 여겨졌던 예술이 서구 예술의 언어 속으로 들어오며 만들어낸 충돌과 융합의 역사를 통해, 현대미술의 다원적 기원을 다시 사유하게 한다.",다양한 아티스트,3/17/26,9/20/26,프랑스,파리,"Galerie Marc Ladreit de Lacharrière, Quai Branly","역사/고전 미술, 근대 미술",공간 연출형,https://www.quaibranly.fr/fr/informations-pratiques/venir/acheter-son-billet,https://www.quaibranly.fr/fr/expositions-evenements/au-musee/expositions/details-de-levenement/e/1913-1923-lesprit-du-temps,48.8603,2.2972,33 (0)1 56 61 71 72,"월요일 휴관
화/수/금/토/일 10시 30분- 19시 
목 10시 30분- 22시",14유로,
,Africa Fashion,아프리카 패션의 세계적 흐름,"이 전시는 지난 20년간 급격히 성장한 현대 아프리카 패션의 창의성과 다양성을 조명한다. 뉴욕, 시카고, 멜버른, 몬트리올 등 세계 주요 도시에서 주목받은 아프리카 디자이너들의 독창적 실험은 이제 글로벌 패션의 중심 무대에 자리하고 있다. 이번 전시는 런던 빅토리아 앤 앨버트 미술관(V&A Museum)과 협력하여 파리 케 브랑리(Quai Branly) 박물관에서 새롭게 선보인다.

전시는 아프리카의 전통적 제작 기법과 현대적 감각이 공존하는 다양한 패션 세계를 탐구한다. 라고스, 다카르, 요하네스버그 등 아프리카 주요 도시들이 파리, 밀라노와 나란히 세계 패션의 중심으로 부상하는 현상을 생생히 보여준다.

텍스타일, 액세서리, 주얼리 등 박물관 소장품과 희귀 사진 아카이브가 함께 전시되며, 과거의 장인정신과 현재의 디자인 혁신이 교차하는 장면을 만들어낸다. 이번 전시는 패션이 단순한 스타일을 넘어 정체성과 문화, 자율성을 표현하는 예술적 언어임을 일깨운다.",다양한 아티스트,3/31/26,7/12/26,프랑스,파리,"Galerie Jardin, Quai Branly 박물관","현대미술, 공예",공간 연출,https://www.quaibranly.fr/fr/informations-pratiques/venir/acheter-son-billet,https://www.quaibranly.fr/fr/expositions-evenements/au-musee/expositions/details-de-levenement/e/africa-fashion,48.8603,2.2972,33 (0)1 56 61 71 72,"월요일 휴관
화/수/금/토/일 10시 30분- 19시 
목 10시 30분- 22시",14유로,
,Kwame Akoto - Almighty God Art Works,가나 작가 Kwame Akoto 주요 작품 전시,"본 전시는 가나 출신 현대미술가 크와메 아코토(Kwame Akoto)의 예술 세계를 조명한다. 그는 종교적 이미지와 상징을 바탕으로 사회적·정치적 메시지를 전달하며, 신앙과 공동체의 관계를 시각적으로 탐구해왔다. 그의 작품은 가나 지역 교회 외벽의 사인 아트(church sign art)에서 영감을 받아 형성된 독특한 조형 언어로, 일상 속 믿음과 사회 현실을 교차시킨다.

전시는 회화, 설치, 드로잉 등 다양한 매체를 통해 전통 문화와 현대 사회가 만나는 지점을 보여준다. 신앙과 권력, 윤리와 정치, 개인과 공동체의 문제를 다루는 그의 시선은 단순한 종교적 표현을 넘어 사회적 성찰의 장으로 확장된다.

아코토의 작품 속에서 믿음은 개인의 내면적 신념인 동시에 사회적 연대의 원천이다. 전시는 예술이 어떻게 공동체의 이야기와 사회 변화의 에너지를 담아낼 수 있는지를 보여주며, 현대 아프리카 미술의 생동하는 정신을 체험하게 한다.",Kwame Akoto,3/31/25,9/13/26,프랑스,파리,Quai Branly - Jacques Chirac 박물관,"현대미술, 회화",공간 연출형,https://www.quaibranly.fr/fr/informations-pratiques/venir/acheter-son-billet,https://www.quaibranly.fr/fr/expositions-evenements/au-musee/expositions/details-de-levenement/e/kwame-akoto,48.8603,2.2972,33 (0)1 56 61 71 72,"월요일 휴관
화/수/금/토/일 10시 30분- 19시 
목 10시 30분- 22시",14유로,
,Plumes du paradis,뉴기니 특별 새와 문화적 의미,"이 전시는 뉴기니의 울창한 열대우림에 서식하는 ‘천국의 새(Bird of Paradise)’를 주제로, 그 화려한 깃털과 이미지를 둘러싼 500여 년의 문화적 여정을 탐구한다. 천국의 새는 발견 당시부터 유럽과 아시아의 수집가, 예술가, 과학자들의 상상력을 자극해온 존재로, 자연과 예술, 신화와 권력의 경계를 넘나드는 상징이었다.

전시는 약 190여 점의 작품과 유물을 선보이며, 장식품·회화·자연 표본·패션 액세서리·예술품·일러스트 등 다양한 매체를 결합해 새의 생태와 미학, 그리고 인간이 자연을 바라보는 방식을 다층적으로 조명한다. 깃털이 신앙과 미적 이상, 과학적 호기심, 식민 수집의 욕망 속에서 어떻게 수집되고 재현되어왔는지 그 흐름을 추적한다.

또한 뉴기니 예술가, 과학자, 학자들과의 협업을 통해 현지적이고 동시대적인 시각을 함께 제시한다. 천국의 새는 단순한 장식적 존재가 아니라, 생명과 지식, 그리고 인간이 자연과 맺는 관계를 되묻는 하나의 매개체로 제시된다. 전시는 과거의 수집과 현재의 보존, 예술과 생태가 만나는 지점에서 인간과 자연의 새로운 공존의 의미를 탐색한다.",다양한 아티스트,5/12/26,11/8/26,프랑스,파리,"Galerie Germain Viatte, Quai Branly 박물관","역사/고전 미술, 공예",공간 연출형,https://www.quaibranly.fr/fr/informations-pratiques/venir/acheter-son-billet,https://www.quaibranly.fr/fr/expositions-evenements/au-musee/expositions/details-de-levenement/e/plumes-du-paradis,48.8603,2.2972,33 (0)1 56 61 71 72,"월요일 휴관
화/수/금/토/일 10시 30분- 19시 
목 10시 30분- 22시",14유로,
,One hundred years of Art Deco,Musée des Arts Décoratifs에서 아르데코 100주년 기념 전시,Musée des Arts Décoratifs에서 아르데코 100주년 기념 전시,다양한 아티스트,10/22/25,4/26/26,프랑스,파리,Musée des Arts Décoratifs,"근대 미술, 공예",공간 연출형,https://billetterie.madparis.fr/,https://madparis.fr/1925-2025-Cent-ans-d-Art-deco,48.866,2.2965,33 01 44 55 57 50,"월 휴관
화~일 11시~18시
목 11시~21시
",15유로,
오스트리아,Civa – Contemporary Immersive Virtual Art,"2025년 디지털 미디어 아트 페스티벌, 양자역학과 신기술, 세계적 미디어 아트 작가들과의 협업","이 페스티벌은 양자역학의 핵심 개념인 ‘비결정성(indeterminacy)’을 예술적 실험의 기반으로 삼아, 디지털·물리·하이브리드 공간에서 양자적 불확정성을 탐구한다. 설치, 퍼포먼스, 사운드, 영상, 대화 프로그램 등 다양한 매체를 통해 현실의 경계를 넘나드는 감각적 경험을 제시한다.

참가 작가들은 인공지능, 양자 기술, 사회적 환경 변화 등 현대 세계의 핵심 의제를 예술적 언어로 재해석한다. 그들의 작업은 데이터와 감성, 알고리즘과 직관이 공존하는 지점에서 새로운 미학적 가능성을 탐색하며, 기술과 인간, 우연과 질서의 관계를 새롭게 정의한다.

전시는 단순한 감상의 장을 넘어 체험과 사유의 장으로 확장된다. 워크숍, 심포지엄, 라이브 AV 퍼포먼스 등 다채로운 프로그램이 병행되며, 관람객은 예술이 과학의 개념을 어떻게 전유하고 감각적 형태로 변환하는지를 직접 경험하게 된다.

《Quantum Fields》는 불확정성과 예측 불가능성을 창작의 원리로 삼은 새로운 예술적 실험의 장이다. 이 페스티벌은 예술이 미래 기술과 철학을 매개로 어떻게 새로운 감각 세계를 열어가는지를 보여준다.","Black Quantum Futurism, Alice Bucknell, Libby Heaney, Natalie Paneng 외",10/2/25,2/1/26,오스트리아,비엔나,Belvedere 21,"미디어/디지털 아트, 현대 미술","몰입형, VR/AR, 미디어 아트, 공간 연출, 인터랙티브","첨단 VR 및 디지털 기술을 활용해 관람객이 가상 공간 내에서 다차원적 예술 체험, 양자물리학과 현대 과학 개념 통합, 몰입적 인터랙티브 환경 조성",https://www.belvedere.at/tickets,https://www.belvedere.at/en/civa-2025,48.1917,16.3941,43 1 795570,"화~일: 11시~18시
목: 11시~21시
",
,Ferdinand Georg Waldmüller,19세기 낭만주의·사실주의 회화 대표작 집중 전시,"이 전시는 오스트리아 낭만주의에서 사실주의로 이행하던 19세기 중엽의 전환기를 대표하는 화가 페르디난트 게오르그 발드뮐러(Ferdinand Georg Waldmüller, 1793–1865)의 예술세계를 조명한다. 그의 풍경화, 초상화, 그리고 농민과 자연을 주제로 한 유화들은 오스트리아 회화가 감성적 낭만주의에서 현실적 사실주의로 나아가던 시기의 미학적 변화를 생생히 보여준다.

발드뮐러는 자연의 빛과 계절의 흐름 속에서 인간의 정서와 사회적 현실을 동시에 담아냈다. 그의 작품 속 농민의 삶과 일상적 장면들은 단순한 풍속화가 아니라, 인간과 자연의 관계, 그리고 당시 오스트리아 사회의 구조적 변화를 반영하는 미묘한 시선으로 읽힌다.

전시는 자연의 심리적 표현과 사회적 맥락이 교차하는 그의 예술적 실험을 중심으로, 발드뮐러가 남긴 미학적 유산이 오스트리아뿐 아니라 유럽 전역의 사실주의 회화 발전에 어떤 영향을 미쳤는지를 심층적으로 탐구한다. 이번 전시는 예술과 사회, 감성과 현실이 맞닿았던 19세기 유럽의 풍경 속으로 관람객을 초대한다.",Ferdinand Georg Waldmüller,2/27/26,7/14/26,오스트리아,비엔나,Lower Belvedere,"회화, 근대 미술",공간 연출형,"19세기 오스트리아 자연주의 회화 중심, 사실적 묘사와 자연 풍경 및 인물 일상을 전시 공간 내에서 서사적으로 조화시켜 보여줌",https://www.belvedere.at/tickets,https://www.belvedere.at/en/ferdinand-georg-waldmuller-0,48.1966,16.3805,43 1 795570,10시~18시,
,Erna Rosenstein,폴란드 출신 초현실주의 및 여성주의 예술가 Erna Rosenstein 회고전,"이 전시는 폴란드 출신 예술가 에르나 로젠슈타인(Erna Rosenstein, 1913–2004)의 예술세계를 조명한다. 그녀의 작품은 여성주의와 초현실주의가 교차하는 지점에서 개인적 경험과 집단적 기억, 정치적 저항을 깊이 있게 드러낸다.

로젠슈타인은 제2차 세계대전과 홀로코스트를 직접 겪은 세대의 예술가로, 상실과 트라우마, 회복의 이미지를 회화·드로잉·설치 등 다양한 매체로 표현했다. 꿈과 현실, 의식과 무의식이 맞물린 그녀의 세계는 초현실주의의 형식 안에서 고통의 흔적을 시적 언어로 치환한다.

전시는 동유럽의 격동적인 역사적 맥락 속에서 형성된 로젠슈타인의 예술적 정체성과, 여성 작가로서의 내면적·정치적 목소리를 함께 조명한다. 그녀의 작업은 단순한 회고가 아니라, 기억과 저항, 상징과 해방을 잇는 예술적 실천으로서 오늘날 더욱 강한 의미를 지닌다.",Erna Rosenstein,7/3/26,1/10/27,오스트리아,비엔나,Belvedere 21,"회화, 근대 미술",공간 연출형,"환상적이고 초현실적 이미지와 강렬한 색채, 신화·기억·트라우마 주제를 탐구, 영상 및 회화 매체 결합해 내면 세계와 역사적 맥락 표현",https://www.belvedere.at/tickets,https://www.belvedere.at/en/erna-rosenstein,48.1917,16.3941,43 1 795570,10시~18시,
,Sandra Mujinga,노르웨이-콩고 출신 신진 미디어 아티스트 Sandra Mujinga 인터랙티브 설치 전시,"이 전시는 콩고 출신 노르웨이 예술가 산드라 무징가(Sandra Mujinga)의 작품세계를 조명한다. 그는 인공지능, 생태, 여성 정체성과 같은 현대적 주제를 사운드, 영상, 조명, 퍼포먼스가 결합된 멀티미디어 설치로 구현한다. 기술과 신체, 인간과 비인간의 경계가 흐려지는 지점에서 무징가는 새로운 존재 방식과 감각의 언어를 탐구한다.

전시는 흑인 여성의 공간과 비가시성, 그리고 정체성의 형성과 소멸이라는 문제를 중심으로 구성된다. 어둠 속에서 움직이는 형체와 빛, 소리의 흐름은 감추어진 존재들을 드러내며, 관람자는 작품 속을 거닐며 현실과 가상의 경계를 체험한다.

무징가의 작업은 신기술과 전통적 예술의 교차점에서 이루어지는 미래지향적 실험이다. 그녀는 디지털 문화 속에서 정체성이 어떻게 구성되고 소멸하는지를 사유하며, 예술이 기술 문명 속에서 인간성과 사회적 연대를 회복할 수 있는 방법을 제시한다. 다양한 매체와 관객 참여형 요소를 통해 전시는 디지털 시대의 시각성과 존재의 의미를 새롭게 질문한다.",Sandra Mujinga,1/29/26,5/31/26,오스트리아,비엔나,Belvedere 21,"설치 미술, 미디어/디지털 아트, 현대 미술","몰입형, 미디어 아트, 사운드 기반, 공간 여출, 인터랙티브","대형 영상, 사운드, 반사 표면과 입체 조각 조합, 인간 정체성·시각성·변신 주제 다루며 관객의 신체적 몰입과 감각적 경험 극대화",https://www.belvedere.at/tickets,https://www.belvedere.at/en/sandra-mujinga,48.1917,16.3941,43 1 795570,"화~일: 11시~18시
목: 11시~21시
",
,Anni Albers,바우하우스 출신 직조 예술가 Anni Albers 대규모 회고전,"이 전시는 20세기 직조 예술과 텍스타일 디자인의 개척자 아니 알버스(Anni Albers, 1899–1994)의 예술세계를 조명한다. 바우하우스에서 출발한 그녀는 직조를 순수예술과 산업디자인의 경계 너머로 확장시키며, 재료와 구조, 감각의 새로운 관계를 제시했다.

전시는 알버스의 대표 텍스타일 작품과 함께, 그녀가 남긴 드로잉·시제품·산업용 직물 등 다양한 아카이브 자료를 통해 예술과 기술, 수공예와 기계 생산이 어떻게 융합되었는지를 탐구한다. 직조는 그녀에게 단순한 기능적 행위가 아니라, 질서와 리듬, 촉감과 사고가 교차하는 조형 언어였다.

또한 이번 전시는 여성 예술가로서의 사회적 역할과 산업 디자인 속 젠더 담론을 함께 다룬다. 알버스가 후대의 예술가와 디자이너에게 끼친 영향은 동시대 협업 프로젝트를 통해 재조명되며, 직조 예술이 현대 디자인의 구조적 사고와 감각적 혁신에 어떤 영감을 주었는지를 보여준다.

아니 알버스의 세계는 실과 재료, 손과 사고가 맞닿는 지점에서 근대예술의 본질을 다시 묻는다. 이번 전시는 ‘직조’라는 언어로 구축된 예술과 산업, 그리고 여성적 창조의 역사적 의미를 새롭게 발견하는 장이 된다.",Anni Albers,4/30/26,8/16/26,오스트리아,비엔나,Belvedere 21,"공예, 근대 미술",몰입형,"섬유 예술과 건축적 구조 융합, 촉각적 감각을 중요시하며 혁신적 직조기법과 디자인 원리 탐구, 직물의 물질성과 시각성을 동시에 구현",https://www.belvedere.at/tickets,https://www.belvedere.at/en/anni-albers,48.1917,16.3941,43 1 795570,10시~18시,
,Stellprobe,오스트리아 대표 현대 미술가 그룹전,"이 전시는 오스트리아 현대 미술의 현재를 보여주는 그룹전으로, 젊은 신진 작가부터 중견, 원로 예술가에 이르기까지 폭넓은 세대를 아우른다. <Stellprobe>는 연극에서 무대 세팅과 조명을 점검하는 ‘리허설’을 의미하며, 이번 전시는 그러한 이름처럼 오스트리아 미술계의 새로운 방향을 모색하는 실험의 장이 된다.

참여 작가들은 사회적 이슈, 도시적 풍경, 개인의 정체성, 계급과 같은 주제를 회화, 설치, 사진, 미디어 아트 등 다양한 매체로 탐구한다. 그들의 작품은 개인적 서사와 공적 공간, 미시적 감정과 거시적 사회구조 사이의 긴장을 시각화하며, 오늘날 예술이 사회 속에서 발언할 수 있는 방식들을 제시한다.

이번 전시는 큐레이터, 평론가, 작가의 협업을 통해 기획되었으며, 비엔나를 중심으로 한 오스트리아 미술의 새로운 세대 교체와 담론의 확장을 상징한다.<Stellprobe>는 동시대 미술이 스스로의 무대를 점검하고 미래를 예비하는 하나의 선언이 된다.",다양한 오스트리아 현대미술 작가,6/26/26,10/18/26,오스트리아,비엔나,Lower Belvedere,현대 미술,공간 연출형,"다양한 장르와 시기 작품을 시대별·주제별로 공간 내 재배치, 컬렉션 유기적 연결과 확장성 강조, 전시 공간을 통한 미술사적 내러티브 구축",https://www.belvedere.at/tickets,https://www.belvedere.at/en/stellprobe,48.1966,16.3805,43 1 795570,"화~일: 11시~18시
목: 11시~21시
",
